分拣中心,日期,小时,货量
SC55,2023-12-20,6,63
SC55,2023-12-20,7,204
SC55,2023-12-20,8,302
SC55,2023-12-20,9,320
SC55,2023-12-20,10,292
SC55,2023-12-20,11,21
SC55,2023-12-20,12,219
SC55,2023-12-20,13,289
SC55,2023-12-20,14,264
SC55,2023-12-20,15,229
SC55,2023-12-20,16,230
SC55,2023-12-20,17,264
SC55,2023-12-20,18,253
SC55,2023-12-20,19,21
SC55,2023-12-20,21,0
SC55,2023-12-20,22,0
SC55,2023-12-20,23,0
SC55,2023-12-21,0,11
SC55,2023-12-21,1,16
SC55,2023-12-21,2,15
SC55,2023-12-21,3,13
SC55,2023-12-21,4,12
SC55,2023-12-21,5,22
SC55,2023-12-21,6,58
SC55,2023-12-21,7,188
SC55,2023-12-21,8,278
SC55,2023-12-21,9,295
SC55,2023-12-21,10,270
SC55,2023-12-21,11,20
SC55,2023-12-21,12,201
SC55,2023-12-21,13,266
SC55,2023-12-21,14,243
SC55,2023-12-21,15,211
SC55,2023-12-21,16,212
SC55,2023-12-21,17,243
SC55,2023-12-21,18,233
SC55,2023-12-21,19,19
SC55,2023-12-21,20,3
SC55,2023-12-21,21,0
SC55,2023-12-21,22,0
SC55,2023-12-21,23,0
SC55,2023-12-22,0,10
SC55,2023-12-22,1,14
SC55,2023-12-22,2,14
SC55,2023-12-22,3,12
SC55,2023-12-22,4,13
SC55,2023-12-22,5,24
SC55,2023-12-22,6,63
SC55,2023-12-22,7,203
SC55,2023-12-22,8,301
SC55,2023-12-22,9,320
SC55,2023-12-22,10,292
SC55,2023-12-22,11,21
SC55,2023-12-22,12,218
SC55,2023-12-22,13,288
SC55,2023-12-22,14,263
SC55,2023-12-22,15,229
SC55,2023-12-22,16,230
SC55,2023-12-22,17,263
SC55,2023-12-22,18,252
SC55,2023-12-22,19,21
SC55,2023-12-22,20,3
SC55,2023-12-22,21,0
SC55,2023-12-22,22,0
SC55,2023-12-22,23,0
SC55,2023-12-23,0,11
SC55,2023-12-23,1,15
SC55,2023-12-23,2,15
SC55,2023-12-23,3,13
SC55,2023-12-23,4,12
SC55,2023-12-23,5,23
SC55,2023-12-23,6,60
SC55,2023-12-23,7,193
SC55,2023-12-23,8,287
SC55,2023-12-23,9,304
SC55,2023-12-23,10,278
SC55,2023-12-23,11,20
SC55,2023-12-23,12,207
SC55,2023-12-23,13,274
SC55,2023-12-23,14,251
SC55,2023-12-23,15,218
SC55,2023-12-23,16,219
SC55,2023-12-23,17,250
SC55,2023-12-23,18,240
SC55,2023-12-23,19,20
SC55,2023-12-23,20,3
SC55,2023-12-23,21,0
SC55,2023-12-23,22,0
SC55,2023-12-23,23,0
SC55,2023-12-24,0,11
SC55,2023-12-24,1,15
SC55,2023-12-24,2,14
SC55,2023-12-24,3,12
SC55,2023-12-24,4,12
SC55,2023-12-24,5,23
SC55,2023-12-24,6,61
SC55,2023-12-24,7,195
SC55,2023-12-24,8,289
SC55,2023-12-24,9,307
SC55,2023-12-24,10,280
SC55,2023-12-24,11,20
SC55,2023-12-24,12,209
SC55,2023-12-24,13,276
SC55,2023-12-24,14,253
SC55,2023-12-24,15,219
SC55,2023-12-24,16,221
SC55,2023-12-24,17,252
SC55,2023-12-24,18,242
SC55,2023-12-24,19,20
SC55,2023-12-24,20,3
SC55,2023-12-24,21,0
SC55,2023-12-24,22,0
SC55,2023-12-24,23,0
SC55,2023-12-25,0,11
SC55,2023-12-25,1,15
SC55,2023-12-25,2,14
SC55,2023-12-25,3,12
SC55,2023-12-25,4,12
SC55,2023-12-25,5,24
SC55,2023-12-25,6,62
SC55,2023-12-25,7,199
SC55,2023-12-25,8,294
SC55,2023-12-25,9,312
SC55,2023-12-25,10,285
SC55,2023-12-25,11,21
SC55,2023-12-25,12,213
SC55,2023-12-25,13,282
SC55,2023-12-25,14,258
SC55,2023-12-25,15,224
SC55,2023-12-25,16,225
SC55,2023-12-25,17,257
SC55,2023-12-25,18,247
SC55,2023-12-25,19,20
SC55,2023-12-25,20,3
SC55,2023-12-25,21,0
SC55,2023-12-25,22,0
SC55,2023-12-25,23,0
SC55,2023-12-26,0,11
SC55,2023-12-26,1,15
SC55,2023-12-26,2,14
SC55,2023-12-26,3,13
SC55,2023-12-26,4,12
SC55,2023-12-26,5,23
SC55,2023-12-26,6,60
SC55,2023-12-26,7,191
SC55,2023-12-26,8,284
SC55,2023-12-26,9,301
SC55,2023-12-26,10,275
SC55,2023-12-26,11,20
SC55,2023-12-26,12,205
SC55,2023-12-26,13,271
SC55,2023-12-26,14,248
SC55,2023-12-26,15,216
SC55,2023-12-26,16,217
SC55,2023-12-26,17,248
SC55,2023-12-26,18,238
SC55,2023-12-26,19,19
SC55,2023-12-26,20,3
SC55,2023-12-26,21,0
SC55,2023-12-26,22,0
SC55,2023-12-26,23,0
SC55,2023-12-27,0,10
SC55,2023-12-27,1,15
SC55,2023-12-27,2,14
SC55,2023-12-27,3,12
SC55,2023-12-27,4,12
SC55,2023-12-27,5,22
SC55,2023-12-27,6,58
SC55,2023-12-27,7,185
SC55,2023-12-27,8,275
SC55,2023-12-27,9,291
SC55,2023-12-27,10,266
SC55,2023-12-27,11,19
SC55,2023-12-27,12,199
SC55,2023-12-27,13,263
SC55,2023-12-27,14,240
SC55,2023-12-27,15,209
SC55,2023-12-27,16,210
SC55,2023-12-27,17,240
SC55,2023-12-27,18,230
SC55,2023-12-27,19,19
SC55,2023-12-27,20,3
SC55,2023-12-27,21,0
SC55,2023-12-27,22,0
SC55,2023-12-27,23,0
SC55,2023-12-28,0,10
SC55,2023-12-28,1,14
SC55,2023-12-28,2,14
SC55,2023-12-28,3,12
SC55,2023-12-28,4,12
SC55,2023-12-28,5,24
SC55,2023-12-28,6,62
SC55,2023-12-28,7,200
SC55,2023-12-28,8,297
SC55,2023-12-28,9,315
SC55,2023-12-28,10,287
SC55,2023-12-28,11,21
SC55,2023-12-28,12,215
SC55,2023-12-28,13,284
SC55,2023-12-28,14,259
SC55,2023-12-28,15,225
SC55,2023-12-28,16,226
SC55,2023-12-28,17,259
SC55,2023-12-28,18,248
SC55,2023-12-28,19,20
SC55,2023-12-28,20,3
SC55,2023-12-28,21,0
SC55,2023-12-28,22,0
SC55,2023-12-28,23,0
SC55,2023-12-29,0,11
SC55,2023-12-29,1,15
SC55,2023-12-29,2,15
SC55,2023-12-29,3,13
SC55,2023-12-29,4,12
SC55,2023-12-29,5,23
SC55,2023-12-29,6,61
SC55,2023-12-29,7,196
SC55,2023-12-29,8,290
SC55,2023-12-29,9,308
SC55,2023-12-29,10,281
SC55,2023-12-29,11,21
SC55,2023-12-29,12,210
SC55,2023-12-29,13,278
SC55,2023-12-29,14,254
SC55,2023-12-29,15,221
SC55,2023-12-29,16,222
SC55,2023-12-29,17,254
SC55,2023-12-29,18,243
SC55,2023-12-29,19,20
SC55,2023-12-29,20,3
SC55,2023-12-29,21,0
SC55,2023-12-29,22,0
SC55,2023-12-29,23,0
SC55,2023-12-30,0,11
SC55,2023-12-30,1,15
SC55,2023-12-30,2,14
SC55,2023-12-30,3,12
SC55,2023-12-30,4,13
SC55,2023-12-30,5,24
SC55,2023-12-30,6,63
SC55,2023-12-30,7,203
SC55,2023-12-30,8,301
SC55,2023-12-30,9,319
SC55,2023-12-30,10,291
SC55,2023-12-30,11,21
SC55,2023-12-30,12,218
SC55,2023-12-30,13,288
SC55,2023-12-30,14,263
SC55,2023-12-30,15,228
SC55,2023-12-30,16,230
SC55,2023-12-30,17,263
SC55,2023-12-30,18,252
SC55,2023-12-30,19,20
SC55,2023-12-30,20,3
SC55,2023-12-30,21,0
SC55,2023-12-30,22,0
SC55,2023-12-30,23,0
SC56,2023-12-1,0,15
SC56,2023-12-1,1,29
SC56,2023-12-1,2,26
SC56,2023-12-1,3,27
SC56,2023-12-1,4,13
SC56,2023-12-1,5,13
SC56,2023-12-1,6,11
SC56,2023-12-1,7,43
SC56,2023-12-1,8,47
SC56,2023-12-1,9,59
SC56,2023-12-1,10,113
SC56,2023-12-1,11,187
SC56,2023-12-1,12,13
SC56,2023-12-1,13,106
SC56,2023-12-1,14,98
SC56,2023-12-1,15,87
SC56,2023-12-1,16,83
SC56,2023-12-1,17,27
SC56,2023-12-1,18,181
SC56,2023-12-1,19,150
SC56,2023-12-1,20,153
SC56,2023-12-1,20,153
SC56,2023-12-1,21,147
SC56,2023-12-1,21,147
SC56,2023-12-1,22,152
SC56,2023-12-1,22,152
SC56,2023-12-1,23,218
SC56,2023-12-1,23,218
SC56,2023-12-2,0,15
SC56,2023-12-2,1,29
SC56,2023-12-2,2,26
SC56,2023-12-2,3,27
SC56,2023-12-2,4,20
SC56,2023-12-2,5,20
SC56,2023-12-2,6,17
SC56,2023-12-2,7,65
SC56,2023-12-2,8,72
SC56,2023-12-2,9,91
SC56,2023-12-2,10,173
SC56,2023-12-2,11,287
SC56,2023-12-2,12,20
SC56,2023-12-2,13,163
SC56,2023-12-2,14,151
SC56,2023-12-2,15,134
SC56,2023-12-2,16,128
SC56,2023-12-2,17,42
SC56,2023-12-2,18,278
SC56,2023-12-2,19,231
SC56,2023-12-2,20,235
SC56,2023-12-2,21,225
SC56,2023-12-2,22,234
SC56,2023-12-2,23,334
SC56,2023-12-3,0,14
SC56,2023-12-3,1,28
SC56,2023-12-3,2,26
SC56,2023-12-3,3,26
SC56,2023-12-3,4,20
SC56,2023-12-3,5,20
SC56,2023-12-3,6,17
SC56,2023-12-3,7,64
SC56,2023-12-3,8,71
SC56,2023-12-3,9,89
SC56,2023-12-3,10,169
SC56,2023-12-3,11,281
SC56,2023-12-3,12,20
SC56,2023-12-3,13,160
SC56,2023-12-3,14,147
SC56,2023-12-3,15,131
SC56,2023-12-3,16,125
SC56,2023-12-3,17,41
SC56,2023-12-3,18,272
SC56,2023-12-3,19,225
SC56,2023-12-3,20,230
SC56,2023-12-3,21,220
SC56,2023-12-3,22,229
SC56,2023-12-3,23,327
SC56,2023-12-4,0,14
SC56,2023-12-4,1,27
SC56,2023-12-4,2,25
SC56,2023-12-4,3,25
SC56,2023-12-4,4,19
SC56,2023-12-4,5,19
SC56,2023-12-4,6,16
SC56,2023-12-4,7,61
SC56,2023-12-4,8,68
SC56,2023-12-4,9,85
SC56,2023-12-4,10,162
SC56,2023-12-4,11,269
SC56,2023-12-4,12,19
SC56,2023-12-4,13,153
SC56,2023-12-4,14,141
SC56,2023-12-4,15,126
SC56,2023-12-4,16,120
SC56,2023-12-4,17,40
SC56,2023-12-4,18,261
SC56,2023-12-4,19,216
SC56,2023-12-4,20,220
SC56,2023-12-4,21,211
SC56,2023-12-4,22,220
SC56,2023-12-4,23,313
SC56,2023-12-5,0,12
SC56,2023-12-5,1,24
SC56,2023-12-5,2,22
SC56,2023-12-5,3,22
SC56,2023-12-5,4,17
SC56,2023-12-5,5,17
SC56,2023-12-5,6,15
SC56,2023-12-5,7,55
SC56,2023-12-5,8,61
SC56,2023-12-5,9,76
SC56,2023-12-5,10,146
SC56,2023-12-5,11,242
SC56,2023-12-5,12,17
SC56,2023-12-5,13,138
SC56,2023-12-5,14,127
SC56,2023-12-5,15,113
SC56,2023-12-5,16,107
SC56,2023-12-5,17,36
SC56,2023-12-5,18,234
SC56,2023-12-5,19,194
SC56,2023-12-5,20,198
SC56,2023-12-5,21,190
SC56,2023-12-5,22,197
SC56,2023-12-5,23,281
SC56,2023-12-6,0,12
SC56,2023-12-6,1,23
SC56,2023-12-6,2,21
SC56,2023-12-6,3,21
SC56,2023-12-6,4,16
SC56,2023-12-6,5,16
SC56,2023-12-6,6,14
SC56,2023-12-6,7,52
SC56,2023-12-6,8,58
SC56,2023-12-6,9,73
SC56,2023-12-6,10,139
SC56,2023-12-6,11,230
SC56,2023-12-6,12,16
SC56,2023-12-6,13,131
SC56,2023-12-6,14,121
SC56,2023-12-6,15,108
SC56,2023-12-6,16,102
SC56,2023-12-6,17,34
SC56,2023-12-6,18,223
SC56,2023-12-6,19,185
SC56,2023-12-6,20,188
SC56,2023-12-6,21,181
SC56,2023-12-6,22,188
SC56,2023-12-6,23,268
SC56,2023-12-7,0,10
SC56,2023-12-7,1,20
SC56,2023-12-7,2,19
SC56,2023-12-7,3,19
SC56,2023-12-7,4,14
SC56,2023-12-7,5,14
SC56,2023-12-7,6,12
SC56,2023-12-7,7,46
SC56,2023-12-7,8,51
SC56,2023-12-7,9,63
SC56,2023-12-7,10,121
SC56,2023-12-7,11,201
SC56,2023-12-7,12,14
SC56,2023-12-7,13,114
SC56,2023-12-7,14,106
SC56,2023-12-7,15,94
SC56,2023-12-7,16,89
SC56,2023-12-7,17,30
SC56,2023-12-7,18,195
SC56,2023-12-7,19,161
SC56,2023-12-7,20,164
SC56,2023-12-7,21,158
SC56,2023-12-7,22,164
SC56,2023-12-7,23,234
SC56,2023-12-8,0,10
SC56,2023-12-8,1,20
SC56,2023-12-8,2,18
SC56,2023-12-8,3,18
SC56,2023-12-8,4,14
SC56,2023-12-8,5,14
SC56,2023-12-8,6,12
SC56,2023-12-8,7,45
SC56,2023-12-8,8,49
SC56,2023-12-8,9,62
SC56,2023-12-8,10,118
SC56,2023-12-8,11,196
SC56,2023-12-8,12,14
SC56,2023-12-8,13,112
SC56,2023-12-8,14,103
SC56,2023-12-8,15,92
SC56,2023-12-8,16,87
SC56,2023-12-8,17,29
SC56,2023-12-8,18,190
SC56,2023-12-8,19,158
SC56,2023-12-8,20,161
SC56,2023-12-8,21,154
SC56,2023-12-8,22,160
SC56,2023-12-8,23,229
SC56,2023-12-9,0,9
SC56,2023-12-9,1,18
SC56,2023-12-9,2,17
SC56,2023-12-9,3,17
SC56,2023-12-9,4,13
SC56,2023-12-9,5,13
SC56,2023-12-9,6,11
SC56,2023-12-9,7,41
SC56,2023-12-9,8,45
SC56,2023-12-9,9,57
SC56,2023-12-9,10,108
SC56,2023-12-9,11,180
SC56,2023-12-9,12,13
SC56,2023-12-9,13,103
SC56,2023-12-9,14,95
SC56,2023-12-9,15,84
SC56,2023-12-9,16,80
SC56,2023-12-9,17,26
SC56,2023-12-9,18,175
SC56,2023-12-9,19,145
SC56,2023-12-9,20,147
SC56,2023-12-9,21,141
SC56,2023-12-9,22,147
SC56,2023-12-9,23,210
SC56,2023-12-10,0,9
SC56,2023-12-10,1,19
SC56,2023-12-10,2,17
SC56,2023-12-10,3,17
SC56,2023-12-10,4,13
SC56,2023-12-10,5,13
SC56,2023-12-10,6,11
SC56,2023-12-10,7,42
SC56,2023-12-10,8,46
SC56,2023-12-10,9,58
SC56,2023-12-10,10,110
SC56,2023-12-10,11,183
SC56,2023-12-10,12,13
SC56,2023-12-10,13,104
SC56,2023-12-10,14,96
SC56,2023-12-10,15,86
SC56,2023-12-10,16,82
SC56,2023-12-10,17,27
SC56,2023-12-10,18,178
SC56,2023-12-10,19,147
SC56,2023-12-10,20,150
SC56,2023-12-10,21,144
SC56,2023-12-10,22,150
SC56,2023-12-10,23,214
SC56,2023-12-11,0,10
SC56,2023-12-11,1,20
SC56,2023-12-11,2,18
SC56,2023-12-11,3,19
SC56,2023-12-11,4,14
SC56,2023-12-11,5,14
SC56,2023-12-11,6,12
SC56,2023-12-11,7,46
SC56,2023-12-11,8,50
SC56,2023-12-11,9,63
SC56,2023-12-11,10,121
SC56,2023-12-11,11,200
SC56,2023-12-11,12,14
SC56,2023-12-11,13,114
SC56,2023-12-11,14,105
SC56,2023-12-11,15,94
SC56,2023-12-11,16,89
SC56,2023-12-11,17,29
SC56,2023-12-11,18,194
SC56,2023-12-11,19,161
SC56,2023-12-11,20,164
SC56,2023-12-11,21,157
SC56,2023-12-11,22,163
SC56,2023-12-11,23,233
SC56,2023-12-12,0,15
SC56,2023-12-12,1,29
SC56,2023-12-12,2,26
SC56,2023-12-12,3,26
SC56,2023-12-12,4,20
SC56,2023-12-12,5,20
SC56,2023-12-12,6,17
SC56,2023-12-12,7,65
SC56,2023-12-12,8,72
SC56,2023-12-12,9,90
SC56,2023-12-12,10,172
SC56,2023-12-12,11,286
SC56,2023-12-12,12,20
SC56,2023-12-12,13,162
SC56,2023-12-12,14,150
SC56,2023-12-12,15,134
SC56,2023-12-12,16,127
SC56,2023-12-12,17,42
SC56,2023-12-12,18,277
SC56,2023-12-12,19,229
SC56,2023-12-12,20,234
SC56,2023-12-12,21,224
SC56,2023-12-12,22,233
SC56,2023-12-12,23,332
SC56,2023-12-13,0,15
SC56,2023-12-13,1,30
SC56,2023-12-13,2,27
SC56,2023-12-13,3,28
SC56,2023-12-13,4,21
SC56,2023-12-13,5,21
SC56,2023-12-13,6,18
SC56,2023-12-13,7,68
SC56,2023-12-13,8,75
SC56,2023-12-13,9,94
SC56,2023-12-13,10,179
SC56,2023-12-13,11,297
SC56,2023-12-13,12,21
SC56,2023-12-13,13,169
SC56,2023-12-13,14,156
SC56,2023-12-13,15,139
SC56,2023-12-13,16,132
SC56,2023-12-13,17,44
SC56,2023-12-13,18,288
SC56,2023-12-13,19,239
SC56,2023-12-13,20,243
SC56,2023-12-13,21,233
SC56,2023-12-13,22,242
SC56,2023-12-13,23,346
SC56,2023-12-14,0,14
SC56,2023-12-14,1,28
SC56,2023-12-14,2,25
SC56,2023-12-14,3,25
SC56,2023-12-14,4,19
SC56,2023-12-14,5,19
SC56,2023-12-14,6,17
SC56,2023-12-14,7,62
SC56,2023-12-14,8,68
SC56,2023-12-14,9,86
SC56,2023-12-14,10,164
SC56,2023-12-14,11,272
SC56,2023-12-14,12,19
SC56,2023-12-14,13,155
SC56,2023-12-14,14,143
SC56,2023-12-14,15,127
SC56,2023-12-14,16,121
SC56,2023-12-14,17,40
SC56,2023-12-14,18,263
SC56,2023-12-14,19,218
SC56,2023-12-14,20,222
SC56,2023-12-14,21,213
SC56,2023-12-14,22,221
SC56,2023-12-14,23,316
SC56,2023-12-15,0,12
SC56,2023-12-15,1,24
SC56,2023-12-15,2,22
SC56,2023-12-15,3,22
SC56,2023-12-15,4,17
SC56,2023-12-15,5,17
SC56,2023-12-15,6,14
SC56,2023-12-15,7,54
SC56,2023-12-15,8,59
SC56,2023-12-15,9,74
SC56,2023-12-15,10,142
SC56,2023-12-15,11,236
SC56,2023-12-15,12,17
SC56,2023-12-15,13,134
SC56,2023-12-15,14,124
SC56,2023-12-15,15,110
SC56,2023-12-15,16,105
SC56,2023-12-15,17,35
SC56,2023-12-15,18,228
SC56,2023-12-15,19,189
SC56,2023-12-15,20,193
SC56,2023-12-15,21,185
SC56,2023-12-15,22,192
SC56,2023-12-15,23,274
SC56,2023-12-16,0,11
SC56,2023-12-16,1,22
SC56,2023-12-16,2,20
SC56,2023-12-16,3,20
SC56,2023-12-16,4,15
SC56,2023-12-16,5,15
SC56,2023-12-16,6,13
SC56,2023-12-16,7,49
SC56,2023-12-16,8,54
SC56,2023-12-16,9,68
SC56,2023-12-16,10,130
SC56,2023-12-16,11,216
SC56,2023-12-16,12,15
SC56,2023-12-16,13,123
SC56,2023-12-16,14,114
SC56,2023-12-16,15,101
SC56,2023-12-16,16,96
SC56,2023-12-16,17,32
SC56,2023-12-16,18,210
SC56,2023-12-16,19,174
SC56,2023-12-16,20,177
SC56,2023-12-16,21,170
SC56,2023-12-16,22,176
SC56,2023-12-16,23,252
SC56,2023-12-17,0,10
SC56,2023-12-17,1,20
SC56,2023-12-17,2,18
SC56,2023-12-17,3,18
SC56,2023-12-17,4,14
SC56,2023-12-17,5,14
SC56,2023-12-17,6,12
SC56,2023-12-17,7,44
SC56,2023-12-17,8,48
SC56,2023-12-17,9,61
SC56,2023-12-17,10,116
SC56,2023-12-17,11,193
SC56,2023-12-17,12,14
SC56,2023-12-17,13,110
SC56,2023-12-17,14,101
SC56,2023-12-17,15,90
SC56,2023-12-17,16,86
SC56,2023-12-17,17,28
SC56,2023-12-17,18,187
SC56,2023-12-17,19,155
SC56,2023-12-17,20,158
SC56,2023-12-17,21,151
SC56,2023-12-17,22,157
SC56,2023-12-17,23,224
SC56,2023-12-18,0,9
SC56,2023-12-18,1,17
SC56,2023-12-18,2,15
SC56,2023-12-18,3,16
SC56,2023-12-18,4,12
SC56,2023-12-18,5,12
SC56,2023-12-18,6,10
SC56,2023-12-18,7,38
SC56,2023-12-18,8,42
SC56,2023-12-18,9,53
SC56,2023-12-18,10,101
SC56,2023-12-18,11,168
SC56,2023-12-18,12,12
SC56,2023-12-18,13,95
SC56,2023-12-18,14,88
SC56,2023-12-18,15,78
SC56,2023-12-18,16,74
SC56,2023-12-18,17,25
SC56,2023-12-18,18,162
SC56,2023-12-18,19,135
SC56,2023-12-18,20,137
SC56,2023-12-18,21,131
SC56,2023-12-18,22,137
SC56,2023-12-18,23,195
SC56,2023-12-19,0,8
SC56,2023-12-19,1,17
SC56,2023-12-19,2,15
SC56,2023-12-19,3,15
SC56,2023-12-19,4,11
SC56,2023-12-19,5,12
SC56,2023-12-19,6,10
SC56,2023-12-19,7,37
SC56,2023-12-19,8,41
SC56,2023-12-19,9,52
SC56,2023-12-19,10,98
SC56,2023-12-19,11,164
SC56,2023-12-19,12,12
SC56,2023-12-19,13,93
SC56,2023-12-19,14,86
SC56,2023-12-19,15,76
SC56,2023-12-19,16,73
SC56,2023-12-19,17,24
SC56,2023-12-19,18,158
SC56,2023-12-19,19,131
SC56,2023-12-19,20,134
SC56,2023-12-19,21,128
SC56,2023-12-19,22,133
SC56,2023-12-19,23,190
SC56,2023-12-20,0,7
SC56,2023-12-20,1,15
SC56,2023-12-20,2,13
SC56,2023-12-20,3,13
SC56,2023-12-20,4,10
SC56,2023-12-20,5,10
SC56,2023-12-20,6,9
SC56,2023-12-20,7,33
SC56,2023-12-20,8,36
SC56,2023-12-20,9,46
SC56,2023-12-20,10,87
SC56,2023-12-20,11,145
SC56,2023-12-20,12,10
SC56,2023-12-20,13,83
SC56,2023-12-20,14,76
SC56,2023-12-20,15,68
SC56,2023-12-20,16,64
SC56,2023-12-20,17,21
SC56,2023-12-20,18,140
SC56,2023-12-20,19,116
SC56,2023-12-20,20,119
SC56,2023-12-20,21,114
SC56,2023-12-20,22,118
SC56,2023-12-20,23,169
SC56,2023-12-21,0,8
SC56,2023-12-21,1,16
SC56,2023-12-21,2,14
SC56,2023-12-21,3,14
SC56,2023-12-21,4,11
SC56,2023-12-21,5,11
SC56,2023-12-21,6,9
SC56,2023-12-21,7,35
SC56,2023-12-21,8,39
SC56,2023-12-21,9,49
SC56,2023-12-21,10,93
SC56,2023-12-21,11,154
SC56,2023-12-21,12,11
SC56,2023-12-21,13,87
SC56,2023-12-21,14,81
SC56,2023-12-21,15,72
SC56,2023-12-21,16,68
SC56,2023-12-21,17,23
SC56,2023-12-21,18,149
SC56,2023-12-21,19,123
SC56,2023-12-21,20,126
SC56,2023-12-21,21,121
SC56,2023-12-21,22,125
SC56,2023-12-21,23,179
SC56,2023-12-22,0,7
SC56,2023-12-22,1,14
SC56,2023-12-22,2,13
SC56,2023-12-22,3,13
SC56,2023-12-22,4,10
SC56,2023-12-22,5,10
SC56,2023-12-22,6,8
SC56,2023-12-22,7,32
SC56,2023-12-22,8,35
SC56,2023-12-22,9,44
SC56,2023-12-22,10,84
SC56,2023-12-22,11,140
SC56,2023-12-22,12,10
SC56,2023-12-22,13,80
SC56,2023-12-22,14,73
SC56,2023-12-22,15,65
SC56,2023-12-22,16,62
SC56,2023-12-22,17,21
SC56,2023-12-22,18,135
SC56,2023-12-22,19,112
SC56,2023-12-22,20,114
SC56,2023-12-22,21,110
SC56,2023-12-22,22,114
SC56,2023-12-22,23,163
SC56,2023-12-23,0,7
SC56,2023-12-23,1,14
SC56,2023-12-23,2,13
SC56,2023-12-23,3,13
SC56,2023-12-23,4,10
SC56,2023-12-23,5,10
SC56,2023-12-23,6,9
SC56,2023-12-23,7,32
SC56,2023-12-23,8,36
SC56,2023-12-23,9,45
SC56,2023-12-23,10,86
SC56,2023-12-23,11,143
SC56,2023-12-23,12,10
SC56,2023-12-23,13,81
SC56,2023-12-23,14,75
SC56,2023-12-23,15,67
SC56,2023-12-23,16,63
SC56,2023-12-23,17,21
SC56,2023-12-23,18,138
SC56,2023-12-23,19,115
SC56,2023-12-23,20,117
SC56,2023-12-23,21,112
SC56,2023-12-23,22,116
SC56,2023-12-23,23,166
SC56,2023-12-24,0,8
SC56,2023-12-24,1,17
SC56,2023-12-24,2,15
SC56,2023-12-24,3,15
SC56,2023-12-24,4,12
SC56,2023-12-24,5,12
SC56,2023-12-24,6,10
SC56,2023-12-24,7,38
SC56,2023-12-24,8,42
SC56,2023-12-24,9,53
SC56,2023-12-24,10,101
SC56,2023-12-24,11,167
SC56,2023-12-24,12,12
SC56,2023-12-24,13,95
SC56,2023-12-24,14,88
SC56,2023-12-24,15,78
SC56,2023-12-24,16,74
SC56,2023-12-24,17,25
SC56,2023-12-24,18,162
SC56,2023-12-24,19,134
SC56,2023-12-24,20,137
SC56,2023-12-24,21,131
SC56,2023-12-24,22,136
SC56,2023-12-24,23,194
SC56,2023-12-25,0,8
SC56,2023-12-25,1,16
SC56,2023-12-25,2,15
SC56,2023-12-25,3,15
SC56,2023-12-25,4,11
SC56,2023-12-25,5,11
SC56,2023-12-25,6,10
SC56,2023-12-25,7,37
SC56,2023-12-25,8,41
SC56,2023-12-25,9,51
SC56,2023-12-25,10,97
SC56,2023-12-25,11,162
SC56,2023-12-25,12,12
SC56,2023-12-25,13,92
SC56,2023-12-25,14,85
SC56,2023-12-25,15,76
SC56,2023-12-25,16,72
SC56,2023-12-25,17,24
SC56,2023-12-25,18,157
SC56,2023-12-25,19,130
SC56,2023-12-25,20,132
SC56,2023-12-25,21,127
SC56,2023-12-25,22,132
SC56,2023-12-25,23,188
SC56,2023-12-26,0,8
SC56,2023-12-26,1,16
SC56,2023-12-26,2,14
SC56,2023-12-26,3,14
SC56,2023-12-26,4,11
SC56,2023-12-26,5,11
SC56,2023-12-26,6,9
SC56,2023-12-26,7,35
SC56,2023-12-26,8,39
SC56,2023-12-26,9,49
SC56,2023-12-26,10,93
SC56,2023-12-26,11,154
SC56,2023-12-26,12,11
SC56,2023-12-26,13,88
SC56,2023-12-26,14,81
SC56,2023-12-26,15,72
SC56,2023-12-26,16,68
SC56,2023-12-26,17,23
SC56,2023-12-26,18,149
SC56,2023-12-26,19,124
SC56,2023-12-26,20,126
SC56,2023-12-26,21,121
SC56,2023-12-26,22,126
SC56,2023-12-26,23,179
SC56,2023-12-27,0,8
SC56,2023-12-27,1,17
SC56,2023-12-27,2,15
SC56,2023-12-27,3,15
SC56,2023-12-27,4,12
SC56,2023-12-27,5,12
SC56,2023-12-27,6,10
SC56,2023-12-27,7,37
SC56,2023-12-27,8,41
SC56,2023-12-27,9,52
SC56,2023-12-27,10,99
SC56,2023-12-27,11,165
SC56,2023-12-27,12,12
SC56,2023-12-27,13,94
SC56,2023-12-27,14,86
SC56,2023-12-27,15,77
SC56,2023-12-27,16,73
SC56,2023-12-27,17,24
SC56,2023-12-27,18,159
SC56,2023-12-27,19,132
SC56,2023-12-27,20,135
SC56,2023-12-27,21,129
SC56,2023-12-27,22,134
SC56,2023-12-27,23,191
SC56,2023-12-28,0,8
SC56,2023-12-28,1,16
SC56,2023-12-28,2,14
SC56,2023-12-28,3,14
SC56,2023-12-28,4,11
SC56,2023-12-28,5,11
SC56,2023-12-28,6,9
SC56,2023-12-28,7,36
SC56,2023-12-28,8,39
SC56,2023-12-28,9,49
SC56,2023-12-28,10,94
SC56,2023-12-28,11,156
SC56,2023-12-28,12,11
SC56,2023-12-28,13,89
SC56,2023-12-28,14,82
SC56,2023-12-28,15,73
SC56,2023-12-28,16,69
SC56,2023-12-28,17,23
SC56,2023-12-28,18,151
SC56,2023-12-28,19,125
SC56,2023-12-28,20,128
SC56,2023-12-28,21,122
SC56,2023-12-28,22,127
